,x,y,z
8043,-23.3049,-6.3996,-8.9042
8044,-23.3218,-8.8628,-8.9669
8045,-23.2048,-9.686,-6.898
8046,-23.4002,-6.6931,-8.9669
8047,-23.2621,-9.545,-8.9669
8048,-23.2018,-6.8816,-6.8669
8049,-23.5336,-7.3961,-8.9669
8050,-23.0181,-9.7214,-8.9669
8051,-22.7581,-9.8287,-6.4669
8057,-22.7581,-9.8287,-6.4656
8058,-22.7581,-9.8287,0.0
8059,-14.8218,-7.9602,0.0
8062,-14.8218,-7.9602,1.7355
8063,-14.8218,-7.9602,2.0359
8066,-14.8218,-7.9602,-3.1344
8067,-14.8218,-7.9602,-8.46
8089,-14.8218,-7.9602,-8.8104
8096,-14.9994,-6.1959,-8.96
8097,-14.9994,-6.1959,-8.46
8098,-14.9994,-9.5976,-8.96
8099,-14.9994,-8.2292,-8.46
8100,-6.2856,-8.01,-8.96
8101,-6.3128,-8.01,-8.46
8102,-12.8904,-8.01,-8.46
8103,-23.4142,-8.01,-8.96
8104,-23.7137,-8.01,-8.5302
8105,-17.5584,-8.01,-8.46
8106,-14.9994,-8.01,-8.46
8115,-19.8544,-8.01,-8.46
8116,-23.3184,-8.01,-8.46
8117,-16.5684,-8.01,-8.46
8133,-14.9994,-9.8405,-8.96
8135,-6.3483,-8.01,-8.96
8136,-8.3904,-8.01,-8.46
8137,-14.929,-8.01,-8.46
8138,-23.2982,-8.01,-8.96
8139,-22.1451,-8.01,-8.46
8140,-15.4851,-8.01,-8.46
8158,-14.9994,-8.01,-8.4375
8159,-14.9994,-8.01,-8.37
8160,-14.9994,-7.87,-8.37
8162,-14.9994,-7.87,-8.0392
8163,-14.9994,-7.87,-7.3182
8164,-14.9994,-7.87,-5.1366
8165,-14.9994,-7.87,0.0
8166,-14.9994,-7.8094,0.0
8167,-14.9994,-3.2804,0.0
8168,-14.9994,0.0,0.0
8201,-14.9994,0.0,4.1083
8202,-14.9994,0.0,0.0079
8203,-14.9994,0.0,-0.0003
8283,-7.011,-9.5195,-0.0004
8284,-6.362,-9.5195,-11.3579
8285,-6.4369,-9.0586,-11.3579
8286,-6.4369,-8.5559,-11.3579
8287,-6.4369,-8.0599,-11.3579
8288,-6.4369,-7.5639,-11.3579
8289,-6.4369,-7.0679,-11.3579
8290,-6.4369,-6.5652,-11.3579
8291,-6.2119,-6.3695,-11.2181
8292,-6.2119,-6.3695,-10.7811
8293,-6.2119,-6.3695,-10.3323
8294,-6.2119,-6.3695,-9.9012
8295,-6.2119,-6.3695,-9.4636
8296,-6.2119,-6.3695,-9.0207
8297,-6.2119,-6.3695,-8.5837
8298,-6.2119,-6.3695,-8.1349
8299,-6.2119,-6.3695,-7.7038
8300,-23.7869,-6.3695,-7.5271
8301,-23.5619,-6.5558,-11.3579
8302,-23.5619,-7.0518,-11.3579
8303,-23.5619,-7.5612,-11.3579
8304,-23.5619,-8.0505,-11.3579
8305,-23.5619,-8.5398,-11.3579
8306,-23.5619,-9.0492,-11.3579
8307,-23.6206,-9.5177,-11.3579
8308,-23.7869,-9.5195,-11.0171
8309,-23.7869,-9.5195,-10.586
8310,-23.7869,-9.5195,-10.149
8311,-23.7869,-9.5195,-9.7055
8312,-23.7869,-9.5195,-9.2685
8313,-23.7869,-9.5195,-8.8197
8314,-23.7869,-9.5195,-8.3887
8315,-23.7869,-9.5195,-7.9517
8316,-23.7869,-9.5195,-6.6377
8317,-13.1072,-9.3643,0.0
8318,-6.5162,-9.2685,0.0001
8319,-6.5162,-9.2685,4.1083
8320,-6.5162,-9.2685,0.0
8321,-6.5162,-9.2685,-9.8975
8322,-6.5569,-7.8423,-10.1067
8323,-6.5229,-6.38,-10.0635
8324,-6.5497,-9.46,-10.1066
8325,-6.4883,-7.8778,-10.1067
8326,-6.6012,-6.3017,-10.1067
8327,-6.5574,-9.4516,-10.1067
8328,-6.3881,-7.9322,-10.1067
8329,-6.5793,-6.3304,-10.1067
8330,-6.5969,-9.5805,-7.2674
8331,-6.2881,-8.3827,-10.1067
8332,-6.3058,-6.7394,-10.1067
8333,-7.0645,-6.0758,-8.9571
8334,-20.6758,-6.5269,-6.8567
8335,-23.4419,-7.3067,-10.1067
8336,-23.4419,-8.9051,-10.1067
8337,-23.4819,-6.7199,-6.8567
8338,-23.5112,-7.2926,-10.1067
8339,-23.4927,-8.9618,-10.1067
8340,-23.3974,-8.8467,-6.8567
8341,-23.6111,-7.2221,-10.1067
8342,-23.6023,-8.8645,-10.1067
8343,-23.2628,-9.7316,-6.8567
8344,-23.7111,-6.7783,-10.1067
8345,-23.7111,-8.4032,-10.1067
8346,-23.2179,-9.699,-10.1067
8347,-16.6902,-9.5903,-6.8567
8348,-6.5562,-9.2035,-9.7564
8349,-6.5569,-7.6135,-9.7567
8350,-6.5226,-6.3795,-9.3053
8351,-6.5551,-9.182,-9.7567
8352,-6.4891,-7.563,-9.7567
8353,-6.6164,-6.2187,-9.6675
8354,-6.4314,-9.2303,-9.7567
8355,-6.3884,-7.6053,-9.7567
8356,-6.7264,-6.1726,-9.7457
8357,-6.5173,-9.5226,-9.7567
8358,-6.288,-8.0204,-9.7567
8359,-6.3983,-6.4055,-9.7567
8360,-7.8096,-6.1005,-6.8567
8361,-23.4647,-6.6193,-6.8567
8362,-23.4419,-7.7035,-9.7567
8363,-23.4419,-9.2803,-9.7567
8364,-23.4826,-6.3838,-8.9895
8365,-23.5112,-7.7033,-9.7567
8366,-23.451,-9.3347,-9.7567
8367,-23.4414,-6.4372,-6.8582
8368,-23.6112,-7.6666,-9.7567
8369,-23.5457,-9.2934,-9.7567
8370,-23.3936,-6.5188,-6.8567
8371,-23.7112,-7.2351,-9.7567
8372,-23.7076,-8.8716,-9.7567
8373,-22.9359,-9.8128,-9.7069
8374,-11.7766,-9.4152,-6.8567
8375,-6.5569,-8.6983,-9.3567
8376,-6.5569,-7.1215,-9.3567
8377,-6.5189,-8.1635,-6.8567
8378,-6.4882,-8.6622,-9.3567
8379,-6.4999,-7.0381,-9.3567
8380,-6.6025,-6.9819,-6.8567
8381,-6.3881,-8.6583,-9.3567
8382,-6.3973,-7.0158,-9.3567
8383,-6.7338,-6.2111,-6.8567
8384,-6.2882,-9.0291,-9.3567
8385,-6.2883,-7.3807,-9.3567
8386,-6.8648,-6.164,-9.3567
8387,-14.3792,-6.3182,-6.8567
8388,-23.4419,-6.7379,-9.3567
8389,-23.4419,-8.3363,-9.3567
8390,-23.4762,-9.5095,-8.3352
8391,-23.4675,-6.7738,-9.3567
8392,-23.5095,-8.4086,-9.3567
8393,-23.3824,-9.6703,-9.2497
8394,-23.6107,-6.7781,-9.3567
8395,-23.6101,-8.4704,-9.3567
8396,-23.2628,-9.7328,-9.2789
8397,-23.625,-6.4516,-9.3567
8398,-23.7113,-8.0334,-9.3567
8399,-23.4863,-9.6019,-9.3567
8400,-20.3462,-9.7206,-6.8567
8401,-6.5466,-9.2288,-7.6951
8402,-6.5569,-7.9023,-8.9567
8403,-6.5273,-6.3874,-8.9353
8404,-6.5569,-9.3798,-8.9567
8405,-6.4884,-7.7961,-8.9567
8406,-6.6135,-6.2642,-8.9564
8407,-6.5074,-9.3322,-8.9567
8408,-6.3882,-7.7529,-8.9567
8409,-6.683,-6.2248,-8.9567
8410,-6.5593,-9.5421,-8.9567
8411,-6.288,-8.0851,-8.9567
8412,-6.3691,-6.4622,-8.9567
8414,-23.4812,-6.6199,-6.8568
8415,-23.4419,-7.7003,-8.9567
8416,-23.4419,-9.3011,-8.9567
8417,-23.4762,-9.5095,-7.7662
8418,-23.4826,-6.3838,-6.8964
8419,-23.4826,-6.3838,-8.4909
8420,-23.5112,-7.363,-8.9567
8421,-23.4906,-8.9906,-8.9567
8422,-23.3824,-9.6703,-8.2788
8423,-23.388,-9.3633,-6.8567
8424,-23.4414,-6.4372,-7.9283
8425,-23.6111,-6.9253,-8.9567
8426,-23.6096,-8.537,-8.9567
8427,-23.2628,-9.7328,-8.8527
8428,-23.2628,-9.7328,-7.2733
8429,-23.4021,-6.3088,-7.3637
8430,-23.4022,-6.3089,-8.9566
8431,-23.7113,-7.7143,-8.9567
8432,-23.6476,-9.3808,-8.9567
8433,-22.9357,-9.8129,-8.8567
8436,-22.9357,-9.8129,-8.1953
8437,-22.9357,-9.8129,-6.8567
8438,-22.9357,-9.8129,-6.4567
8441,-22.9357,-9.8129,-6.0749
8442,-22.9357,-9.8129,-4.5016
8443,-22.9357,-9.8129,-2.9064
8444,-22.9357,-9.8129,-1.3331
8445,-22.9357,-9.8129,0.0
8446,-18.0656,-8.6663,0.0
8447,-14.9995,-7.9444,0.0
8450,-14.9995,-7.9444,4.1065
8452,-14.9995,-7.9444,-1.5858
8453,-14.9995,-7.9444,-1.59
8539,-14.9995,-7.9444,-5.178
8540,-14.9995,-7.9444,-8.68
8542,-14.8903,-7.9742,-8.68
8543,-14.8903,-6.388,-9.03
8544,-14.8903,-9.7925,-9.03
8545,-14.8903,-9.7925,-8.8017
8546,-11.962,-7.9784,-8.68
8547,-6.467,-7.9784,-9.03
8548,-9.6313,-7.9784,-8.68
8549,-17.1098,-7.9784,-8.68
8550,-23.4751,-7.9784,-9.03
8551,-19.5126,-7.9784,-8.68
8552,-14.8903,-7.9784,-8.68
8573,-14.8903,-7.9784,-8.6903
8580,-14.8303,-7.9784,-8.68
8582,-14.8303,-7.9584,-8.68
8583,-14.8303,-7.7019,-8.68
8584,-14.8303,-7.7384,-8.68
8585,-14.8303,-7.7384,-8.7222
8586,-14.8303,-7.7384,-8.3901
8587,-14.8303,-7.7384,-7.7
8588,-14.8303,-6.9739,-7.7
8589,-14.8303,-3.3684,-7.7
8590,-14.8303,-3.3684,-7.1345
8591,-14.8303,-3.3684,-2.3665
8592,-14.8303,-3.3684,0.0
8625,-14.8276,-3.3684,0.0
8626,-9.3835,-3.3684,0.0
8627,-5.0702,-3.3684,0.0
8628,-4.8442,-3.3684,0.0
8630,-4.8442,-3.3684,0.1001
8631,-4.8442,-3.3684,0.062
8632,-4.8442,-3.3684,4.103
8633,-4.8443,-3.3683,4.103
8639,-4.8442,-3.3683,4.103
8648,-4.8443,-3.3683,4.1033
8665,-4.8443,-3.3683,-1.6913
8666,-4.8443,-2.7138,-10.5721
8667,-4.8443,-2.861,-10.5721
8668,-4.8443,-2.8558,-10.5721
8669,-4.8443,-2.8505,-10.5721
8670,-4.8443,-2.8464,-10.5721
8671,-4.8443,-2.7842,-10.5721
8672,-4.8443,-2.7097,-9.9821
8673,-4.8443,-3.8673,-10.5721
8674,-4.8443,-3.8727,-10.5721
8675,-4.8443,-3.8779,-10.5721
8676,-4.8443,-3.8832,-10.5721
8677,-4.8443,-3.8635,-10.5721
8678,-4.8443,-4.027,-10.5721
8679,-5.0686,-3.3684,-9.9784
8680,-5.0942,-3.3684,-9.9784
8681,-5.0942,-3.3684,-10.37
8682,-5.0942,-3.3684,-10.3648
8683,-5.0942,-3.3684,-10.3595
8684,-5.0942,-3.3684,-10.3542
8685,-5.0942,-3.3684,-10.3734
8686,-5.0942,-3.3684,-10.244
8687,-5.0942,-3.3684,-10.1129
8688,-5.0942,-3.3684,-9.98
8689,-5.0942,-3.3684,-9.8586
8691,-5.0942,-3.3684,-8.6126
8692,-5.0942,-3.3684,-7.3194
8693,-5.0942,-3.3684,-4.6258
8694,-5.0942,-3.3684,-0.6395
8695,-5.0942,-3.3684,3.2935
8696,-5.0942,-3.3683,4.0633
8697,-5.0942,-3.3683,-9.4914
8701,-5.0942,-3.3683,-9.3702
8702,-5.0942,-3.3683,-9.3586
8703,-5.0942,-3.3683,-8.2898
8704,-5.0942,-3.3683,-6.9788
8705,-5.0942,-3.3683,-4.5214
8706,-5.0942,-3.3683,-0.5884
8707,-5.0942,-3.3683,3.3447
8708,-5.0942,-3.3684,4.0828
8709,-5.0942,-3.3684,-9.6586
8715,-5.0942,-3.3684,-10.1765
8716,-5.0942,-3.3684,-10.0437
8717,-5.0942,-3.3684,-9.9126
8718,-5.0942,-3.3684,-9.7815
8721,-5.0942,-3.3684,-8.536
8722,-5.0942,-3.3684,-7.2249
8723,-5.0942,-3.3684,-4.7281
8724,-5.0942,-3.3684,-0.7951
8725,-5.0942,-3.3684,3.138
8726,-4.5827,-3.3577,4.1033
8757,0.0,0.0,4.1081
8864,16.1904,0.0,4.1083
8865,12.9901,0.0,4.1083
8866,9.0039,7.4501,4.1083
8867,5.124,5.1239,4.1083
8868,1.1377,1.1377,4.1083
8869,0.0,0.0,3.9015
8902,-16.1895,-7.45,-0.0002
8903,-16.1872,-7.45,-0.0002
8904,-16.1872,-7.45,0.0
8944,-16.1872,-7.45,0.2817
8945,-16.1872,-7.45,4.1083
8948,-16.1871,-7.45,-1.0963
10314,-16.1872,-7.45,-1.096
10519,-16.1872,-7.45,-3.439
10520,-16.1872,-7.45,-9.226
10522,-16.0058,-7.45,-9.226
10523,-15.6683,-7.45,-9.226
10524,-15.3353,-7.45,-9.226
10525,-14.9978,-7.45,-9.226
10526,-14.6693,-7.45,-9.226
10527,-14.3318,-7.45,-9.226
10528,-13.9988,-7.45,-9.226
10529,-13.6613,-7.45,-9.226
10530,-13.3283,-7.45,-9.226
10531,-12.9863,-7.45,-9.226
10532,-12.6578,-7.45,-9.226
10533,-12.3248,-7.45,-9.226
10534,-11.9873,-7.45,-9.226
10535,-11.6543,-7.45,-9.226
10536,-11.3123,-7.45,-9.226
10537,-11.267,-7.45,-9.226
10544,-11.267,-7.45,-9.196
10545,-11.2704,-7.45,-9.196
10546,-11.6123,-7.45,-9.196
10547,-11.9408,-7.45,-9.196
10548,-12.2738,-7.45,-9.196
10549,-12.6113,-7.45,-9.196
10550,-12.9443,-7.45,-9.196
10551,-13.2773,-7.45,-9.196
10552,-13.6148,-7.45,-9.196
10553,-13.9478,-7.45,-9.196
10554,-14.2853,-7.45,-9.196
10555,-14.6183,-7.45,-9.196
10556,-14.9513,-7.45,-9.196
10557,-15.2888,-7.45,-9.196
10558,-15.6218,-7.45,-9.196
10559,-15.8387,-7.45,-9.196
10560,-15.8387,-7.45,-9.1756
10561,-15.8387,-7.45,-9.166
10562,-15.757,-7.45,-9.166
10563,-15.4195,-7.45,-9.166
10564,-15.0865,-7.45,-9.166
10565,-14.7535,-7.45,-9.166
10566,-14.4205,-7.45,-9.166
10567,-14.083,-7.45,-9.166
10568,-13.7455,-7.45,-9.166
10569,-13.417,-7.45,-9.166
10570,-13.0795,-7.45,-9.166
10571,-12.7465,-7.45,-9.166
10572,-12.4135,-7.45,-9.166
10573,-12.085,-7.45,-9.166
10574,-11.743,-7.45,-9.166
10575,-11.4868,-7.45,-9.166
10585,-11.4868,-7.45,-9.156
10586,-11.4868,-7.45,-9.116
10588,-11.4868,-7.45,-9.086
10602,-11.7248,-7.45,-9.086
10603,-12.0713,-7.45,-9.086
10604,-12.3998,-7.45,-9.086
10605,-12.7328,-7.45,-9.086
10606,-13.0703,-7.45,-9.086
10607,-13.4033,-7.45,-9.086
10608,-13.7453,-7.45,-9.086
10609,-14.0738,-7.45,-9.086
10610,-14.4113,-7.45,-9.086
10611,-14.7443,-7.45,-9.086
10612,-15.0773,-7.45,-9.086
10613,-15.4193,-7.45,-9.086
10614,-15.7478,-7.45,-9.086
10615,-15.9017,-7.45,-9.086
10619,-15.9019,-7.45,-9.086
10620,-16.7304,-7.45,-9.086
10621,-20.3339,-7.45,-9.086
10622,-20.8717,-7.45,-9.086
10635,-19.721,-7.45,-9.086
10636,-15.7717,-7.45,-9.086
10639,-15.571,-7.45,-9.086
10640,-15.229,-7.45,-9.086
10641,-14.9005,-7.45,-9.086
10642,-14.5675,-7.45,-9.086
10643,-14.23,-7.45,-9.086
10644,-13.897,-7.45,-9.086
10645,-13.555,-7.45,-9.086
10646,-13.2265,-7.45,-9.086
10647,-12.8935,-7.45,-9.086
10648,-12.556,-7.45,-9.086
10649,-12.2185,-7.45,-9.086
10650,-11.881,-7.45,-9.086
10651,-11.5525,-7.45,-9.086
10652,-11.3248,-7.45,-9.086
10658,-11.0348,-7.45,-9.086
10682,-11.099,-7.45,-9.086
10683,-11.4365,-7.45,-9.086
10684,-11.7695,-7.45,-9.086
10685,-12.107,-7.45,-9.086
10686,-12.4355,-7.45,-9.086
10687,-12.773,-7.45,-9.086
10688,-13.106,-7.45,-9.086
10689,-13.4435,-7.45,-9.086
10690,-13.781,-7.45,-9.086
10691,-14.114,-7.45,-9.086
10692,-14.447,-7.45,-9.086
10693,-14.7845,-7.45,-9.086
10694,-15.1175,-7.45,-9.086
10695,-15.455,-7.45,-9.086
10696,-15.788,-7.45,-9.086
10697,-15.8243,-7.45,-9.086
10698,-15.849,-7.45,-9.086
10702,-16.0093,-7.45,-9.086
10703,-16.719,-7.45,-9.086
10742,-16.7102,-7.45,-9.086
10743,-16.3772,-7.45,-9.086
10744,-16.0533,-7.45,-9.086
10748,-16.0218,-7.45,-9.086
10749,-15.6798,-7.45,-9.086
10750,-15.3513,-7.45,-9.086
10751,-15.0183,-7.45,-9.086
10752,-14.6808,-7.45,-9.086
10753,-14.3478,-7.45,-9.086
10754,-14.0148,-7.45,-9.086
10755,-13.6773,-7.45,-9.086
10756,-13.3443,-7.45,-9.086
10757,-13.0068,-7.45,-9.086
10758,-12.6738,-7.45,-9.086
10759,-12.3408,-7.45,-9.086
10760,-12.0078,-7.45,-9.086
10761,-11.939,-7.45,-9.086
10774,-11.939,-7.45,-9.096
10775,-11.939,-7.45,-9.106
10777,-11.939,-7.45,-9.076
10779,-12.0291,-7.45,-9.076
10780,-12.6586,-7.45,-9.076
10781,-12.67,-7.45,-9.076
10783,-12.67,-7.45,-9.0132
10784,-12.67,-7.45,-8.903
10785,-12.67,-7.45,-8.7443
10786,-12.67,-7.45,-8.2708
10787,-12.67,-7.45,-7.8879
10788,-12.67,-7.45,-7.89
10797,-12.6726,-7.45,-7.89
10798,-12.47,-7.45,-7.89
10800,-12.47,-7.4539,-7.89
10801,-12.47,-6.9,-7.89
10802,-11.3,-6.9,-7.89
10803,-11.3,-6.9,-7.2645
10804,-11.3,-6.9,-6.9
10805,-11.3,-6.9,-3.9894
10806,-11.3,-6.9,0.0
10807,-11.3,-1.6893,0.0
10808,-12.7393,0.0,0.0
10809,-15.0,0.0,0.0
10814,-15.0,0.0,4.1079
10870,-13.6912,0.0,0.0
10871,-8.131,0.0,0.0
10872,-3.0862,0.0,0.0
10873,-0.2154,0.0,0.0
10888,0.0,0.0,-0.0003
11906,-6.9661,-0.0006,0.0
11907,-18.0683,-8.6745,-11.4828
11908,-18.5342,-8.8506,-11.483
11909,-18.0985,-8.5057,-11.483
11910,-18.0895,-8.725,-11.2066
11911,-18.0895,-8.725,-10.7563
11912,-18.1577,-7.449,-11.483
11913,-18.4876,-7.0018,-11.483
11914,-18.09,-7.23,-11.4266
11915,-18.09,-7.23,-10.9886
11916,-18.0363,-7.1298,-11.483
11917,-18.4737,-7.4073,-11.483
11918,-18.2503,-6.939,-11.483
11919,-18.3453,-7.4536,-11.483
11920,-18.0891,-7.0872,-11.483
11921,-18.4523,-7.057,-11.483
11922,-18.4124,-7.3437,-11.483
11923,-18.1888,-7.3094,-11.483
11924,-18.1738,-7.1444,-11.483
11925,-18.1805,-7.2359,-11.4423
11926,-18.292,-7.3236,-11.3561
11927,-18.4134,-7.198,-11.2676
11928,-18.3006,-7.0867,-11.1803
11929,-18.1776,-7.1888,-11.0928
11930,-18.3112,-7.3225,-11.0031
11931,-18.4122,-7.2237,-10.917
11932,-18.3252,-7.0904,-10.8296
11933,-18.3137,-7.0878,-10.515
11934,-18.1131,-8.9042,-11.483
11935,-18.5539,-8.6292,-11.483
11936,-18.0377,-8.624,-11.483
11937,-18.5257,-8.601,-11.483
11938,-18.2741,-8.9207,-11.483
11939,-18.1173,-8.6115,-11.483
11940,-18.3621,-8.5374,-11.483
11941,-18.4432,-8.7194,-11.483
11942,-18.2845,-8.587,-11.483
11943,-18.1789,-8.7289,-11.4035
11944,-18.3295,-8.8185,-11.315
11945,-18.4136,-8.7043,-11.2288
11946,-18.2844,-8.587,-11.1403
11947,-18.1766,-8.7086,-11.0527
11948,-18.2859,-8.8233,-10.9654
11949,-18.4114,-8.682,-10.8757
11950,-18.3037,-8.5869,-10.7894
11951,-18.3138,-8.5877,-0.6088
11952,-19.5231,-7.955,0.0
11953,-19.5231,-7.955,4.1083
11955,-19.5231,-7.955,-9.3007
11956,-19.5231,-7.955,-10.0307
11985,-19.5231,-7.955,-9.9445
11986,-19.5231,-7.955,-8.35
11987,-19.5231,-7.955,-6.7768
11988,-19.5231,-7.955,-1.1351
11989,-14.1483,-7.955,0.0
11990,0.0,0.0,0.0473
11994,-2.7614,0.0,0.0
11995,-18.0907,-8.675,-10.7545
11996,-18.4628,-8.9292,-11.483
11997,-18.1969,-8.4428,-11.483
11998,-18.0895,-8.725,-11.26
11999,-18.0895,-8.725,-10.8159
12000,-18.0837,-7.3886,-11.483
12001,-18.5495,-7.0881,-11.483
12002,-18.0427,-7.23,-11.483
12003,-18.09,-7.23,-11.042
12004,-18.0835,-7.1141,-11.3048
12005,-18.4092,-7.4495,-11.483
12006,-18.3444,-6.9399,-11.483
12007,-18.2233,-7.4483,-11.483
12008,-18.1669,-6.9963,-11.483
12009,-18.5085,-7.1689,-11.483
12010,-18.2929,-7.3867,-11.483
12011,-18.1395,-7.2032,-11.483
12012,-18.2275,-7.0761,-11.483
12013,-18.3306,-7.0919,-11.4556
12014,-18.1789,-7.1814,-11.367
12015,-18.2604,-7.3185,-11.2795
12016,-18.4114,-7.2279,-11.1909
12017,-18.3291,-7.0915,-11.1035
12018,-18.1846,-7.1618,-11.0161
12019,-18.2419,-7.3111,-10.9287
12020,-18.4053,-7.2485,-10.8401
12021,-18.328,-7.091,-10.7516
12022,-18.061,-8.8393,-11.483
12023,-18.5641,-8.7247,-11.483
12024,-18.0764,-8.5469,-11.483
12025,-18.5478,-8.7233,-11.483
12026,-18.1647,-8.8782,-11.483
12027,-18.1872,-8.5257,-11.483
12028,-18.4475,-8.6068,-11.483
12029,-18.4041,-8.8064,-11.483
12030,-18.4127,-8.7189,-11.483
12031,-18.3173,-8.5886,-11.4157
12032,-18.1771,-8.7177,-11.3283
12033,-18.2728,-8.8215,-11.2398
12034,-18.409,-8.7378,-11.1524
12035,-18.3165,-8.5884,-11.0638
12036,-18.1881,-8.6537,-10.9775
12037,-18.2536,-8.8161,-10.8889
12038,-18.4095,-8.7363,-10.8004
12039,-18.3138,-8.5877,-4.3687
12043,-19.5231,-7.955,-9.2306
12072,-19.5231,-7.955,-9.563
12073,-19.5231,-7.955,-7.9898
12074,-19.5231,-7.955,-6.4166
12075,-19.0804,-7.955,0.0
12125,-18.0907,-8.675,-4.9969
12126,-18.228,-8.9769,-11.483
12127,-18.4357,-8.463,-11.483
12128,-18.0895,-8.725,-11.3975
12129,-18.0895,-8.725,-10.9475
12130,-18.0607,-7.1801,-11.483
12131,-18.5464,-7.3285,-11.483
12132,-18.0884,-7.0161,-11.483
12133,-18.09,-7.23,-11.1855
12134,-18.09,-7.23,-10.7462
12135,-18.1819,-7.45,-11.483
12136,-18.5106,-7.0428,-11.483
12137,-18.0317,-7.22,-11.483
12138,-18.4522,-7.0075,-11.483
12139,-18.38,-7.4044,-11.483
12140,-18.1051,-7.2106,-11.483
12141,-18.2741,-7.0273,-11.483
12142,-18.4275,-7.1372,-11.483
12143,-18.1807,-7.2364,-11.4813
12144,-18.3147,-7.3221,-11.394
12145,-18.4099,-7.1757,-11.3054
12146,-18.2969,-7.0865,-11.2191
12147,-18.1769,-7.2148,-11.1306
12148,-18.2951,-7.3237,-11.0431
12149,-18.4131,-7.1936,-10.9545
12150,-18.269,-7.0894,-10.8658
12151,-18.1767,-7.1976,-10.7796
12152,-18.0353,-8.632,-11.483
12153,-18.4765,-8.9047,-11.483
12154,-18.25,-8.439,-11.483
12155,-18.3685,-8.9477,-11.483
12156,-18.0793,-8.6112,-11.483
12157,-18.4532,-8.5579,-11.483
12158,-18.4106,-8.8453,-11.483
12159,-18.1951,-8.8154,-11.483
12160,-18.1724,-8.6517,-11.483
12161,-18.201,-8.7773,-11.4398
12162,-18.3391,-8.8151,-11.3536
12163,-18.401,-8.6518,-11.265
12164,-18.2526,-8.5944,-11.1777
12165,-18.1895,-8.7382,-11.0902
12166,-18.3593,-8.8048,-11.0004
12167,-18.4131,-8.6931,-10.9153
12168,-18.2491,-8.5958,-10.8255
12169,-18.3138,-8.5877,-10.6147
12170,-18.3138,-8.5877,-10.2134
12171,-18.3138,-8.5877,-9.5394
12172,-18.3138,-8.5877,-7.9662
12173,-18.3138,-8.5877,-6.3717
12174,-18.3138,-8.5877,-4.7772
12175,-18.3138,-8.5877,-3.204
12176,-18.3138,-8.5877,-1.6308
12177,-18.3138,-8.5877,-0.0363
12178,-19.5231,-7.955,0.0001
12181,-19.5231,-7.955,-8.3062
12182,-19.5231,-7.955,-9.922
12226,-19.5231,-7.955,-9.7245
12227,-19.5231,-7.955,-8.1513
12228,-19.5231,-7.955,-6.5781
12229,-19.5231,-7.955,-4.9836
12230,-19.5231,-7.955,-3.4213
12233,-19.5231,-7.955,-8.6246
12234,-19.5231,-7.955,-9.7413
12242,-19.5231,-7.955,-9.7547
12243,-19.5231,-7.955,-9.9413
12250,-19.5231,-7.955,-9.944
12251,-19.5231,-7.955,-10.0313
12257,-19.5231,-7.955,-10.0411
12258,-19.5231,-7.955,-11.5913
12265,-19.5231,-7.955,-10.6662
12266,-19.5231,-7.955,-9.0717
12267,-19.5231,-7.955,-7.5197
12268,-9.6298,-7.9536,0.0
12269,-0.6088,-0.6088,0.0
12270,0.0,0.0,1.3208
12271,0.0,0.0,2.9153
12273,0.0,0.0,3.319
12274,0.0,0.0,1.7033
12275,0.0,0.0,0.1513
12304,-0.003,0.0,0.0
12305,-18.0907,-8.675,-9.9403
12306,-18.358,-8.9779,-11.483
12307,-18.2896,-8.4251,-11.483
12308,-18.0895,-8.725,-11.3246
12309,-18.0895,-8.725,-10.8746
12310,-18.0275,-7.2876,-11.483
12311,-18.575,-7.2008,-11.483
12312,-18.0204,-7.1508,-11.483
12313,-18.09,-7.23,-11.1066
12314,-18.0835,-7.1141,-10.2606
12315,-18.3141,-7.4741,-11.483
12316,-18.4334,-6.9734,-11.483
12317,-18.1171,-7.3868,-11.483
12318,-18.2878,-6.9556,-11.483
12319,-18.4965,-7.2846,-11.483
12320,-18.1822,-7.3474,-11.483
12321,-18.1588,-7.1027,-11.483
12322,-18.3144,-7.0583,-11.483
12323,-18.4103,-7.2332,-11.4649
12324,-18.3556,-7.1032,-11.3788
12325,-18.1968,-7.1387,-11.2911
12326,-18.2389,-7.3096,-11.2026
12327,-18.3934,-7.2712,-11.1152
12328,-18.3705,-7.1135,-11.0278
12329,-18.1965,-7.1391,-10.9392
12330,-18.2196,-7.2965,-10.8519
12331,-18.3944,-7.2698,-10.7632
12332,-18.0305,-8.7583,-11.483
12333,-18.5407,-8.8167,-11.483
12334,-18.1326,-8.4896,-11.483
12335,-18.5067,-8.8445,-11.483
12336,-18.0869,-8.7795,-11.483
12337,-18.296,-8.4914,-11.483
12338,-18.4765,-8.7098,-11.483
12339,-18.322,-8.8515,-11.483
12340,-18.2629,-8.8191,-11.483
12341,-18.4065,-8.7456,-11.4265
12342,-18.3464,-8.5982,-11.3392
12343,-18.1831,-8.666,-11.2505
12344,-18.2445,-8.8123,-11.1632
12345,-18.4062,-8.7464,-11.0746
12346,-18.3472,-8.5985,-10.9873
12347,-18.1924,-8.6456,-10.8997
12348,-18.226,-8.8016,-10.8123
12349,-18.3138,-8.5877,-10.3597
12350,-18.3138,-8.5877,-10.2604
12351,-18.3138,-8.5877,-10.1102
12356,-18.3138,-8.5877,-8.7953
