,x,y,z
17087,-15.9718,-8.3641,-9.3364
17088,-14.8525,-8.8048,-9.4853
17089,-13.8453,-8.1994,-9.2948
17090,-13.6869,-7.0637,-9.2345
17091,-14.5399,-6.1842,-9.4598
17092,-15.7027,-6.329,-9.4076
17093,-16.3109,-7.3482,-9.2115
17094,-15.8951,-8.4496,-9.3591
17095,-14.792,-8.8032,-9.4826
17096,-13.8088,-8.1492,-9.2817
17097,-13.7101,-6.981,-9.2438
17098,-14.5634,-6.1712,-9.4627
17099,-15.7394,-6.3477,-9.3993
17100,-16.3182,-7.386,-9.2084
17101,-15.9024,-8.4495,-9.357
17102,-14.7694,-8.8051,-9.4813
17103,-13.7887,-8.1234,-9.2742
17104,-13.704,-6.9841,-9.2413
17105,-14.5361,-6.1749,-9.4593
17106,-15.7199,-6.3285,-9.4037
17107,-16.3174,-7.3187,-9.2087
17108,-15.9774,-8.3797,-9.3347
17109,-14.9386,-8.8247,-9.4872
17110,-13.8332,-8.2071,-9.2905
17111,-13.6749,-7.0553,-9.2295
17112,-14.486,-6.1877,-9.4524
17113,-15.6415,-6.2746,-9.4205
17114,-16.3043,-7.199,-9.2143
17115,-16.0043,-8.3565,-9.3262
17116,-14.9294,-8.8295,-9.4871
17117,-13.8742,-8.2751,-9.3048
17118,-13.6536,-7.1132,-9.2206
17119,-14.4021,-6.2176,-9.4392
17120,-15.5865,-6.2395,-9.4311
17121,-16.3088,-7.198,-9.2124
17122,-16.0676,-8.285,-9.3053
17123,-15.0032,-8.8348,-9.4872
17124,-13.9069,-8.3255,-9.3158
17125,-13.6306,-7.1935,-9.2108
17126,-14.348,-6.2382,-9.4295
17127,-15.536,-6.2098,-9.44
17128,-16.2855,-7.0809,-9.2222
17129,-16.1082,-8.2359,-9.2911
17130,-15.061,-8.8373,-9.4862
17131,-13.9596,-8.3948,-9.3328
17132,-13.6127,-7.2726,-9.203
17133,-14.3135,-6.2509,-9.4228
17134,-15.4655,-6.1749,-9.4511
17135,-16.2777,-7.0391,-9.2255
17136,-16.1449,-8.1873,-9.2778
17137,-15.1323,-8.8357,-9.4835
17138,-14.012,-8.4559,-9.3487
17139,-13.5983,-7.371,-9.1967
17140,-14.1863,-6.3236,-9.3951
17141,-15.3653,-6.1355,-9.4644
17142,-16.2406,-6.9237,-9.2408
17143,-16.2267,-8.0428,-9.2463
17144,-15.3117,-8.8078,-9.4703
17145,-14.1426,-8.5742,-9.3844
17146,-13.5918,-7.5157,-9.1938
17147,-14.044,-6.4306,-9.358
17148,-15.1963,-6.0915,-9.4799
17149,-16.1771,-6.7819,-9.2657
17150,-16.2894,-7.8935,-9.2206
17151,-15.4546,-8.7686,-9.4528
17152,-14.3058,-8.6853,-9.4213
17153,-13.6113,-7.7273,-9.2024
17154,-13.9201,-6.5513,-9.3201
17155,-15.0382,-6.0698,-9.4867
17156,-16.086,-6.6308,-9.2989
17157,-16.3355,-7.732,-9.2007
17158,-15.7064,-8.6506,-9.4067
17159,-14.4621,-8.7638,-9.4488
17160,-13.6445,-7.8799,-9.2167
17161,-13.7851,-6.73,-9.273
17162,-14.7784,-6.0766,-9.4819
17163,-15.9401,-6.4557,-9.346
17164,-16.3593,-7.5404,-9.1902
17165,-15.7977,-8.5948,-9.3851
17166,-14.6258,-8.8218,-9.4697
17167,-13.6965,-8.0329,-9.2384
17168,-13.7239,-6.8318,-9.2493
17169,-14.6682,-6.0915,-9.4738
17170,-15.8292,-6.3524,-9.3771
17171,-16.3651,-7.4096,-9.1876
17172,-15.9285,-8.4923,-9.3495
17173,-14.796,-8.8591,-9.4828
17174,-13.7901,-8.2196,-9.2748
17175,-13.6346,-7.0444,-9.2125
17176,-14.4607,-6.1494,-9.4487
17177,-15.6775,-6.2436,-9.413
17178,-16.3554,-7.2528,-9.192
17179,-16.0593,-8.3587,-9.3081
17180,-14.9685,-8.8752,-9.4874
17181,-13.8844,-8.3742,-9.3124
17182,-13.5931,-7.1938,-9.1944
17183,-14.3275,-6.204,-9.4256
17184,-15.5088,-6.1547,-9.4445
17185,-16.309,-7.0305,-9.2122
17186,-16.1836,-8.1876,-9.2632
17187,-15.1856,-8.8639,-9.4806
17188,-14.0554,-8.542,-9.3612
17189,-13.5639,-7.4267,-9.1812
17190,-14.0671,-6.3712,-9.3645
17191,-15.239,-6.0687,-9.4768
17192,-16.2273,-6.8163,-9.2461
17193,-16.3011,-7.9459,-9.2157
17194,-15.4348,-8.8074,-9.4555
17195,-14.252,-8.6889,-9.4101
17196,-13.5834,-7.7272,-9.19
17197,-13.885,-6.5479,-9.3085
17198,-14.9793,-6.038,-9.4874
17199,-16.0667,-6.5585,-9.3055
17200,-16.3612,-7.7193,-9.1894
17201,-15.7036,-8.6872,-9.4073
17202,-14.5288,-8.8195,-9.4583
17203,-13.6628,-8.0136,-9.2245
17204,-13.7009,-6.8251,-9.2401
17205,-14.6064,-6.0808,-9.4677
17206,-15.8024,-6.3014,-9.384
17207,-16.3842,-7.3461,-9.1789
17208,-16.0147,-8.4399,-9.3228
17209,-14.9043,-8.8935,-9.4867
17210,-13.8254,-8.3144,-9.2877
17211,-13.5944,-7.1029,-9.1949
17212,-14.3462,-6.1724,-9.4292
17213,-15.5514,-6.1513,-9.4374
17214,-16.3428,-7.0799,-9.1976
17215,-16.1786,-8.2326,-9.2652
17216,-15.172,-8.886,-9.4815
17217,-14.0265,-8.5429,-9.3529
17218,-13.5458,-7.4199,-9.1729
17219,-14.0828,-6.333,-9.3688
17220,-15.2438,-6.0492,-9.4764
17221,-16.2407,-6.8009,-9.2407
17222,-16.3259,-7.9307,-9.205
17223,-15.5175,-8.7974,-9.4431
17224,-14.3414,-8.7596,-9.4283
17225,-13.5845,-7.8187,-9.1906
17226,-13.8061,-6.6194,-9.2807
17227,-14.8463,-6.0237,-9.485
17228,-15.9712,-6.4245,-9.3366
17229,-16.4009,-7.5259,-9.1712
17230,-15.8811,-8.5861,-9.363
17231,-14.7095,-8.8861,-9.4772
17232,-13.6994,-8.1373,-9.2395
17233,-13.6205,-6.9688,-9.2064
17234,-14.4792,-6.0997,-9.4514
17235,-15.681,-6.1999,-9.4123
17236,-16.3784,-7.1721,-9.1816
17237,-16.156,-8.2932,-9.2737
17238,-15.0858,-8.9106,-9.4854
17239,-13.9195,-8.4589,-9.3199
17240,-13.5332,-7.3935,-9.167
17241,-14.1537,-6.2619,-9.3872
17242,-15.3535,-6.0595,-9.4658
17243,-16.2747,-6.8386,-9.2268
17244,-16.3269,-7.9701,-9.2046
17245,-15.4523,-8.8383,-9.4531
17246,-14.233,-8.718,-9.4059
17247,-13.5516,-7.7311,-9.1756
17248,-13.8341,-6.5574,-9.2908
17249,-14.937,-6.0036,-9.4872
17250,-16.0179,-6.4512,-9.3218
17251,-16.4098,-7.5972,-9.167
17252,-15.8369,-8.6395,-9.375
17253,-14.634,-8.8855,-9.4705
17254,-13.6799,-8.1301,-9.2316
17255,-13.619,-6.9321,-9.2058
17256,-14.5118,-6.0725,-9.456
17257,-15.7316,-6.2125,-9.401
17258,-16.3993,-7.2106,-9.1719
17259,-16.1448,-8.3339,-9.2778
17260,-15.0784,-8.9262,-9.4857
17261,-13.958,-8.5194,-9.3323
17262,-13.5191,-7.4084,-9.1603
17263,-14.056,-6.3166,-9.3614
17264,-15.215,-6.0135,-9.4786
17265,-16.2013,-6.6731,-9.2564
17266,-16.3736,-7.8524,-9.1838
17267,-15.6341,-8.7684,-9.4187
17268,-14.4062,-8.8218,-9.4399
17269,-13.5981,-7.9604,-9.1965
17270,-13.695,-6.7442,-9.2377
17271,-14.6669,-6.0202,-9.4737
17272,-15.8455,-6.2779,-9.3727
17273,-16.4248,-7.3433,-9.16
17274,-16.0453,-8.4712,-9.3127
17275,-14.9511,-8.94,-9.4873
17276,-13.8642,-8.4332,-9.3014
17277,-13.5195,-7.2841,-9.1605
17278,-14.1523,-6.233,-9.3869
17279,-15.3672,-6.0374,-9.4642
17280,-16.2913,-6.8191,-9.2198
17281,-16.3328,-8.0096,-9.202
17282,-15.4605,-8.8619,-9.4519
17283,-14.257,-8.7605,-9.4112
17284,-13.5391,-7.7848,-9.1698
17285,-13.7758,-6.5959,-9.2695
17286,-14.8454,-5.9836,-9.485
17287,-15.9809,-6.3796,-9.3336
17288,-16.4379,-7.5063,-9.1538
17289,-15.9326,-8.5942,-9.3483
17290,-14.7901,-8.9389,-9.4825
17291,-13.7463,-8.2924,-9.2582
17292,-13.5538,-7.0591,-9.1766
17293,-14.3117,-6.1284,-9.4225
17294,-15.5276,-6.0816,-9.4414
17295,-16.357,-6.9553,-9.1912
17296,-16.3006,-8.1173,-9.2159
17297,-15.3679,-8.8923,-9.4603
17298,-14.2204,-8.751,-9.4031
17299,-13.5199,-7.7347,-9.1607
17300,-13.7959,-6.5521,-9.2769
17301,-14.8775,-5.9712,-9.4861
17302,-16.0157,-6.4,-9.3225
17303,-16.4461,-7.5266,-9.1497
17304,-16.4346,-7.7858,-9.1552
17305,-16.4332,-7.7551,-9.1559
17306,-16.1487,-8.3958,-9.2763
17307,-16.3237,-8.0894,-9.2059
17308,-16.3516,-8.0844,-9.1936
17309,-16.2125,-8.2857,-9.252
17310,-15.1974,-8.9429,-9.4798
17311,-14.031,-8.6243,-9.3543
17312,-13.495,-7.6514,-9.1488
17313,-14.1061,-8.6894,-9.375
17314,-15.2888,-8.9276,-9.4725
17315,-16.29,-8.2105,-9.2204
17316,-16.392,-6.9204,-9.1753
17317,-15.4832,-6.0462,-9.4485
17318,-14.2738,-6.1273,-9.4147
17319,-13.5002,-7.0707,-9.1513
17320,-13.757,-8.3643,-9.2623
17321,-14.8255,-8.9593,-9.4842
17322,-15.9664,-8.5958,-9.3381
17323,-16.4573,-7.4489,-9.1444
17324,-15.9653,-6.3201,-9.3384
17325,-14.8221,-5.9592,-9.4841
17326,-13.7506,-6.5595,-9.2598
17327,-13.49,-7.8321,-9.1464
17328,-14.263,-8.7959,-9.4125
17329,-15.4694,-8.8873,-9.4506
17330,-16.3639,-8.091,-9.1881
17331,-16.327,-6.7591,-9.2045
17332,-15.3487,-5.9945,-9.4663
17333,-14.1453,-6.1899,-9.3851
17334,-13.4814,-7.1694,-9.1422
17335,-13.8371,-8.4746,-9.2919
17336,-14.9203,-8.9757,-9.4869
17337,-16.0721,-8.5131,-9.3037
17338,-16.4662,-7.3207,-9.14
17339,-15.9024,-6.2569,-9.357
17340,-14.7015,-5.966,-9.4766
17341,-13.6813,-6.6408,-9.2321
17342,-13.5115,-7.9352,-9.1567
17343,-14.3216,-8.8361,-9.4245
17344,-15.5072,-8.8844,-9.4448
17345,-16.3934,-8.0477,-9.1747
17346,-16.3151,-6.7185,-9.2097
17347,-15.3388,-5.9818,-9.4674
17348,-14.1364,-6.1838,-9.3828
17349,-13.4726,-7.2309,-9.1378
17350,-13.8211,-8.4714,-9.2861
17351,-14.9188,-8.9856,-9.4869
17352,-16.0812,-8.5149,-9.3006
17353,-16.4752,-7.3799,-9.1355
17354,-15.9092,-6.2496,-9.3551
17355,-14.7147,-5.9536,-9.4776
17356,-13.6794,-6.6265,-9.2313
17357,-13.4966,-7.9193,-9.1495
17358,-14.2988,-8.8363,-9.4199
17359,-15.5173,-8.8912,-9.4432
17360,-16.3922,-8.0735,-9.1752
17361,-16.338,-6.7401,-9.1997
17362,-15.3733,-5.9803,-9.4634
17363,-14.1537,-6.1611,-9.3872
17364,-13.4636,-7.1708,-9.1333
17365,-13.8091,-8.4724,-9.2817
17366,-14.8979,-8.9948,-9.4866
17367,-16.0634,-8.5468,-9.3067
17368,-16.4841,-7.4048,-9.1311
17369,-15.9462,-6.2661,-9.3442
17370,-14.7437,-5.9388,-9.4797
17371,-13.7146,-6.5596,-9.2456
17372,-13.4747,-7.8787,-9.1389
17373,-14.2937,-8.8449,-9.4189
17374,-15.5028,-8.9073,-9.4455
17375,-16.3768,-8.1284,-9.1823
17376,-16.3591,-6.76,-9.1903
17377,-15.3803,-5.9719,-9.4626
17378,-14.1864,-6.1299,-9.3952
17379,-13.4546,-7.1097,-9.1289
17380,-13.7531,-8.4213,-9.2608
17381,-14.8434,-9.0011,-9.4849
17382,-15.9874,-8.6295,-9.3316
17383,-16.4931,-7.5036,-9.1266
17384,-16.0012,-6.2992,-9.3272
17385,-14.8847,-5.9143,-9.4863
17386,-13.7909,-6.4497,-9.275
17387,-13.4501,-7.7653,-9.1267
17388,-14.1346,-8.7677,-9.3787
17389,-15.327,-8.9702,-9.4687
17390,-16.3151,-8.2601,-9.2097
17391,-16.4523,-6.9505,-9.1467
17392,-15.6087,-6.0429,-9.427
17393,-14.3836,-6.0219,-9.436
17394,-13.507,-6.907,-9.1546
17395,-13.6264,-8.2576,-9.2089
17396,-14.6262,-8.9776,-9.4697
17397,-15.8354,-8.7562,-9.3754
17398,-16.502,-7.7941,-9.1221
17399,-16.1859,-6.4743,-9.2623
17400,-15.1206,-5.909,-9.4841
17401,-14.0176,-6.2249,-9.3503
17402,-13.4413,-7.4016,-9.1222
17403,-13.8899,-8.5807,-9.3067
17404,-15.0449,-9.0198,-9.4866
17405,-16.1416,-8.5001,-9.2789
17406,-16.5065,-7.2948,-9.1198
17407,-15.8953,-6.1964,-9.3591
17408,-14.7249,-5.9164,-9.4784
17409,-13.6761,-6.5723,-9.23
17410,-13.4567,-7.8978,-9.13
17411,-14.2462,-8.8489,-9.4088
17412,-15.4668,-8.9462,-9.451
17413,-16.381,-8.1717,-9.1803
17414,-16.4326,-6.8619,-9.1563
17415,-15.5467,-6.0006,-9.4382
17416,-14.3512,-6.0192,-9.4301
17417,-13.5011,-6.8846,-9.1517
17418,-13.583,-8.2107,-9.1898
17419,-14.5727,-8.9801,-9.4638
17420,-15.7446,-8.8289,-9.398
17421,-16.488,-7.9237,-9.1292
17422,-16.2878,-6.5858,-9.2213
17423,-15.2355,-5.9092,-9.4771
17424,-14.0339,-6.1943,-9.3551
17425,-13.4279,-7.2864,-9.1153
17426,-13.7886,-8.5075,-9.2742
17427,-14.9283,-9.0359,-9.4871
17428,-16.09,-8.5752,-9.2975
17429,-16.5198,-7.3894,-9.113
17430,-15.9918,-6.2526,-9.3302
17431,-14.8074,-5.8904,-9.4834
17432,-13.7172,-6.4932,-9.2467
17433,-13.424,-7.8255,-9.1134
17434,-14.1699,-8.824,-9.3839
17435,-15.3549,-8.9943,-9.4656
17436,-16.3321,-8.2865,-9.2023
17437,-16.491,-6.9795,-9.1277
17438,-15.6214,-6.0239,-9.421
17439,-14.4358,-5.9699,-9.4447
17440,-13.5256,-6.7941,-9.1634
17441,-13.5362,-8.1513,-9.1684
17442,-14.464,-8.9631,-9.4491
17443,-15.6787,-8.8804,-9.4128
17444,-16.4949,-7.9465,-9.1257
17445,-16.3298,-6.6243,-9.2032
17446,-15.3404,-5.9153,-9.4673
17447,-14.1702,-6.0877,-9.3913
17448,-13.4241,-7.0582,-9.1134
17449,-13.672,-8.386,-9.2283
17450,-14.7034,-9.0287,-9.4767
17451,-15.8998,-8.754,-9.3578
17452,-16.5331,-7.7529,-9.1062
17453,-16.2059,-6.4456,-9.2546
17454,-15.1107,-5.8729,-9.4845
17455,-13.9423,-6.2409,-9.3273
17456,-13.4101,-7.3456,-9.1062
17457,-13.8276,-8.577,-9.2884
17458,-14.9974,-9.0564,-9.4872
17459,-16.1301,-8.5622,-9.2832
17460,-16.5376,-7.3844,-9.1038
17461,-15.9963,-6.2308,-9.3287
17462,-14.8524,-5.8663,-9.4853
17463,-13.7527,-6.4201,-9.2606
17464,-13.4056,-7.7337,-9.1039
17465,-14.0236,-8.752,-9.3521
17466,-15.1678,-9.0494,-9.4817
17467,-16.2533,-8.426,-9.2356
17468,-16.5419,-7.1153,-9.1015
17469,-15.823,-6.1002,-9.3786
17470,-14.6521,-5.889,-9.4723
17471,-13.6298,-6.5728,-9.2105
17472,-13.416,-7.8865,-9.1093
17473,-14.1614,-8.8477,-9.3891
17474,-15.3655,-9.0174,-9.4644
17475,-16.34,-8.3093,-9.1987
17476,-16.5308,-7.0334,-9.1074
17477,-15.7386,-6.0457,-9.3994
17478,-14.5471,-5.9088,-9.4607
17479,-13.5604,-6.6765,-9.1796
17480,-13.4478,-8.001,-9.1255
17481,-14.3327,-8.9395,-9.4266
17482,-15.4983,-8.983,-9.4462
17483,-16.4043,-8.2171,-9.1696
17484,-16.4758,-6.8587,-9.1352
17485,-15.6227,-5.9836,-9.4242
17486,-14.4217,-5.9431,-9.4425
17487,-13.5012,-6.7811,-9.1518
17488,-13.4854,-8.1076,-9.1442
17489,-14.372,-8.9613,-9.4339
17490,-15.5571,-8.9667,-9.4364
17491,-16.4342,-8.169,-9.1555
17492,-16.4575,-6.8041,-9.1442
17493,-15.5394,-5.9445,-9.4395
17494,-14.3032,-5.9858,-9.4208
17495,-13.4458,-6.9011,-9.1244
17496,-13.5627,-8.2697,-9.1806
17497,-14.5439,-9.0241,-9.4603
17498,-15.7344,-8.8998,-9.4042
17499,-16.5215,-7.9666,-9.1121
17500,-16.3789,-6.6418,-9.1813
17501,-15.4065,-5.8962,-9.4593
17502,-14.2019,-6.0303,-9.3988
17503,-13.4119,-6.9868,-9.1072
17504,-13.5777,-8.304,-9.1875
17505,-14.5404,-9.0283,-9.4598
17506,-15.7281,-8.9,-9.4018
17507,-16.5192,-7.9878,-9.1133
17508,-16.3956,-6.6615,-9.1736
17509,-15.4306,-5.8978,-9.4561
17510,-14.2391,-6.0054,-9.4073
17511,-13.4193,-6.9492,-9.111
17512,-13.5687,-8.2983,-9.1834
17513,-14.5405,-9.0335,-9.4598
17514,-15.7404,-8.8991,-9.3989
17515,-16.5252,-7.9839,-9.1102
17516,-16.3903,-6.6428,-9.1761
17517,-15.4335,-5.8935,-9.4557
17518,-14.2074,-6.0161,-9.4001
17519,-13.4032,-6.9846,-9.1026
17520,-13.571,-8.311,-9.1844
17521,-14.5525,-9.042,-9.4614
17522,-15.7652,-8.8913,-9.3931
17523,-16.5423,-7.9463,-9.1014
17524,-16.3753,-6.6086,-9.1829
17525,-15.3778,-5.873,-9.4629
17526,-14.152,-6.0409,-9.3868
17527,-13.3887,-7.0178,-9.095
17528,-13.6084,-8.3777,-9.2011
17529,-14.603,-9.0595,-9.4672
17530,-15.7905,-8.8828,-9.3869
17531,-16.5559,-7.9158,-9.0942
17532,-16.3722,-6.5946,-9.1844
17533,-15.3854,-5.8697,-9.462
17534,-14.1858,-6.0163,-9.3951
17535,-13.4096,-6.9358,-9.1059
17536,-13.5403,-8.2773,-9.1703
17537,-14.4977,-9.0368,-9.4541
17538,-15.664,-8.9538,-9.4159
17539,-16.5005,-8.0886,-9.1229
17540,-16.4555,-6.7349,-9.1452
17541,-15.5525,-5.9174,-9.4372
17542,-14.3288,-5.9421,-9.4258
17543,-13.4672,-6.7781,-9.1352
17544,-13.453,-8.1133,-9.1282
17545,-14.3601,-8.9942,-9.4317
17546,-15.5387,-9.018,-9.4428
17547,-16.4566,-8.186,-9.1447
17548,-16.5141,-6.8565,-9.1159
17549,-15.6659,-5.9594,-9.4155
17550,-14.4949,-5.877,-9.4537
17551,-13.5398,-6.6281,-9.1701
17552,-13.3916,-7.9617,-9.0966
17553,-14.188,-8.9195,-9.3956
17554,-15.2943,-9.0846,-9.472
17555,-16.3381,-8.3979,-9.1997
17556,-16.5904,-7.096,-9.0757
17557,-15.8959,-6.0923,-9.3547
17558,-14.695,-5.8251,-9.4761
17559,-13.6695,-6.4304,-9.2272
17560,-13.3527,-7.7061,-9.0757
17561,-13.9518,-8.772,-9.3303
17562,-15.104,-9.1161,-9.4848
17563,-16.218,-8.5594,-9.2498
17564,-16.595,-7.3641,-9.0734
17565,-16.0672,-6.2074,-9.3054
17566,-14.93,-5.7973,-9.4871
17567,-13.7931,-6.2847,-9.2758
17568,-13.3483,-7.4528,-9.0735
17569,-13.8152,-8.6603,-9.284
17570,-14.9637,-9.1265,-9.4873
17571,-16.1192,-8.6687,-9.2871
17572,-16.5995,-7.5381,-9.0714
17573,-16.1534,-6.2811,-9.2746
17574,-15.073,-5.795,-9.4858
17575,-13.9416,-6.1468,-9.327
17576,-13.3437,-7.2781,-9.0714
17577,-13.6981,-8.5429,-9.239
17578,-14.7859,-9.121,-9.4823
17579,-15.9596,-8.8082,-9.3402
17580,-16.6035,-7.8387,-9.07
17581,-16.3405,-6.4958,-9.1986
17582,-15.2589,-5.8117,-9.4752
17583,-14.0577,-6.0579,-9.3618
17584,-13.3424,-7.0706,-9.0714
17585,-13.5851,-8.4022,-9.1908
17586,-14.5743,-9.0886,-9.464
17587,-15.7849,-8.9258,-9.3883
17588,-16.5545,-8.0244,-9.0965
17589,-16.4515,-6.6663,-9.1478
17590,-15.5024,-5.868,-9.4455
17591,-14.3053,-5.9196,-9.4212
17592,-13.4287,-6.7965,-9.117
17593,-13.4582,-8.1915,-9.1317
17594,-14.3472,-9.0212,-9.4294
17595,-15.554,-9.0373,-9.4369
17596,-16.472,-8.2177,-9.1379
17597,-16.5614,-6.9036,-9.0941
17598,-15.7904,-5.9891,-9.387
17599,-14.5914,-5.8203,-9.466
17600,-13.5814,-6.5097,-9.1898
17601,-13.3307,-7.8441,-9.0673
17602,-13.9822,-8.8255,-9.3397
17603,-15.1346,-9.1385,-9.4834
17604,-16.207,-8.6074,-9.2543
17605,-16.6187,-7.4346,-9.0659
17606,-16.1429,-6.2437,-9.2787
17607,-15.0344,-5.773,-9.4868
17608,-13.9152,-6.1426,-9.3185
17609,-13.3244,-7.1652,-9.0659
17610,-13.6135,-8.4674,-9.2046
17611,-14.6037,-9.1109,-9.4674
17612,-15.7916,-8.9391,-9.3866
17613,-16.5725,-8.0026,-9.0897
17614,-16.4888,-6.7063,-9.1332
17615,-15.5999,-5.8876,-9.4286
17616,-14.391,-5.8694,-9.4373
17617,-13.4732,-6.6696,-9.1422
17618,-13.3645,-8.0002,-9.0883
17619,-14.1734,-8.9568,-9.392
17620,-15.369,-9.1092,-9.464
17621,-16.387,-8.3937,-9.1804
17622,-16.6286,-7.1019,-9.0647
17623,-15.9587,-6.0779,-9.341
17624,-14.8273,-5.7681,-9.4843
17625,-13.7626,-6.2668,-9.2662
17626,-13.3146,-7.4368,-9.0647
17627,-13.7336,-8.6265,-9.2552
17628,-14.7945,-9.1522,-9.4827
17629,-15.9378,-8.8601,-9.3471
17630,-16.6187,-7.918,-9.0741
17631,-16.4436,-6.6019,-9.1579
17632,-15.4582,-5.8279,-9.4523
17633,-14.2608,-5.9122,-9.4161
17634,-13.4142,-6.7682,-9.1173
17635,-13.3914,-8.1015,-9.106
17636,-14.2647,-9.0129,-9.4131
17637,-15.472,-9.0913,-9.4503
17638,-16.4287,-8.3466,-9.1648
17639,-16.6331,-7.0583,-9.0667
17640,-15.9018,-6.027,-9.359
17641,-14.7578,-5.7653,-9.4807
17642,-13.7068,-6.3111,-9.2476
17643,-13.3046,-7.5536,-9.0645
17644,-13.7961,-8.7032,-9.2809
17645,-14.8887,-9.1695,-9.486
17646,-16.0375,-8.7985,-9.3181
17647,-16.6436,-7.7333,-9.0645
17648,-16.3675,-6.4657,-9.196
17649,-15.3423,-5.7874,-9.4677
17650,-14.1342,-5.9653,-9.3845
17651,-13.3602,-6.8748,-9.0955
17652,-13.4384,-8.2299,-9.1339
17653,-14.3675,-9.0666,-9.4343
17654,-15.5831,-9.0637,-9.4329
17655,-16.4915,-8.2555,-9.1401
17656,-16.6229,-6.9815,-9.078
17657,-15.9062,-6.018,-9.3602
17658,-14.705,-5.7627,-9.4781
17659,-13.6451,-6.3671,-9.2271
17660,-13.2946,-7.6509,-9.0645
17661,-13.8701,-8.7823,-9.3096
17662,-15.0183,-9.1808,-9.488
17663,-16.1234,-8.7387,-9.2926
17664,-16.6536,-7.667,-9.0645
17665,-16.3749,-6.4589,-9.1978
17666,-15.2727,-5.7634,-9.4762
17667,-14.0106,-6.0295,-9.3545
17668,-13.2995,-7.0386,-9.0707
17669,-13.4818,-8.3306,-9.1596
17670,-14.5377,-9.131,-9.4621
17671,-15.6998,-9.025,-9.4122
17672,-16.5692,-8.1114,-9.1084
17673,-15.9898,-7.8506,0.0
17674,-12.8083,-7.9167,0.0
17675,-12.8083,-7.9167,4.1083
17677,-12.8083,-7.9167,0.086
17678,-12.8083,-7.9167,-0.5396
17679,-12.9742,-7.9149,-8.6174
17680,-13.0332,-7.5988,-8.6174
17681,-13.0332,-7.2547,-8.6174
17682,-12.9042,-7.0066,-8.6174
17683,-12.8083,-7.0066,-8.2804
17684,-14.1992,-7.0066,-7.8948
17685,-16.9194,-7.045,-8.6174
17686,-16.9099,-7.3879,-8.6174
17687,-16.9099,-7.7367,-8.6174
17688,-17.1042,-7.9166,-8.6029
17689,-17.1348,-7.9166,-8.1822
17690,-15.1481,-7.5479,-7.4948
17691,-14.1032,-7.3912,-10.7828
17692,-14.0899,-7.7159,-10.7828
17693,-14.2443,-8.0212,-10.7828
17694,-14.5078,-8.2534,-10.7828
17695,-14.8255,-8.3675,-10.7828
17696,-15.1674,-8.3581,-10.7828
17697,-15.486,-8.2214,-10.7828
17698,-15.7286,-7.9802,-10.7828
17699,-15.8679,-7.6578,-10.7828
17700,-15.8781,-7.32,-10.7828
17701,-15.7609,-6.9937,-10.7828
17702,-15.5346,-6.7371,-10.7828
17703,-15.2301,-6.5812,-10.7828
17704,-14.8804,-6.5486,-10.7828
17705,-14.5523,-6.6454,-10.7828
17706,-14.2824,-6.8557,-10.7828
17707,-14.1084,-7.1503,-10.7828
17708,-14.0605,-7.4922,-10.7828
17709,-14.2789,-7.5366,-10.6178
17710,-14.2789,-7.5366,-10.1867
17711,-14.2789,-7.5366,-9.7438
17712,-14.2789,-7.5366,-9.3068
17713,-14.2789,-7.5366,-8.8639
17714,-14.2789,-7.5366,-8.421
17715,-14.2789,-7.5366,-7.9836
17716,-14.059,-7.4622,-10.7828
17717,-14.1233,-7.7983,-10.7828
17718,-14.31,-8.0903,-10.7828
17719,-14.5922,-8.2917,-10.7828
17720,-14.9245,-8.373,-10.7828
17721,-15.2634,-8.3263,-10.7828
17722,-15.5648,-8.1551,-10.7828
17723,-15.7784,-7.888,-10.7828
17724,-15.8782,-7.5655,-10.7828
17725,-15.8502,-7.2151,-10.7828
17726,-15.692,-6.9015,-10.7828
17727,-15.4392,-6.6779,-10.7828
17728,-15.1177,-6.5608,-10.7828
17729,-14.7712,-6.5713,-10.7828
17730,-14.4575,-6.7076,-10.7828
17731,-14.216,-6.9499,-10.7828
17732,-14.0806,-7.264,-10.7828
17733,-14.0732,-7.6107,-10.7828
17734,-14.2116,-7.9277,-10.7828
17735,-14.4685,-8.1526,-10.7828
17736,-14.7964,-8.2476,-10.7828
17737,-15.1337,-8.195,-10.7828
17738,-15.4203,-8.0013,-10.7828
17739,-15.5961,-7.7034,-10.7828
17740,-15.6268,-7.3632,-10.7828
17741,-15.4916,-7.051,-10.7828
17742,-15.2192,-6.8471,-10.7828
17743,-14.8769,-6.8058,-10.7828
17744,-14.5602,-6.9422,-10.7828
17745,-14.3584,-7.2105,-10.7828
17746,-14.3167,-7.5527,-10.7828
17747,-14.476,-7.8512,-10.7828
17748,-14.782,-7.9954,-10.7828
17749,-15.1216,-7.9236,-10.7828
17750,-15.3412,-7.6721,-10.7828
17751,-15.3644,-7.3355,-10.7828
17752,-15.1378,-7.084,-10.7828
17753,-14.8036,-7.0848,-10.7828
17754,-14.5768,-7.3417,-10.7828
17755,-14.6378,-7.6595,-10.7828
17756,-14.9586,-7.7265,-10.7828
17757,-15.134,-7.4538,-10.7828
17758,-14.8806,-7.3269,-10.7828
17759,-14.8809,-7.4129,-10.7811
17760,-14.6072,-7.1143,-10.766
17761,-14.2276,-7.27,-10.7507
17762,-14.2497,-7.6841,-10.7353
17763,-14.6432,-7.7988,-10.72
